otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.20.10.DJFW1S,Pałac w Wiadrowie,ok,,"Dawny zamek został zdobyty i spalony podczas wojen husyckich, a jego pozostałości prawdopodobnie wykorzystano przy budowie XVI-wiecznego dworu. W 1770 roku obiekt został przebudowany na pałac należący do dr. Waltera Josepha, zachowując elementy wcześniejszej rezydencji. Pałac powstał w wyniku przekształcenia renesansowego dworu z XVI wieku.",342,,,
K01.20.10.PJ59QC,Pałac w Kostrzynie,ok,,"Pałac w Kostrzynie powstał w 1757 roku jako siedziba rodu von Kyaw. W kolejnych stuleciach był kilkukrotnie przebudowywany, przez co utracił część pierwotnych cech barokowych. Jest to dwukondygnacyjny, podpiwniczony budynek na planie prostokąta, przykryty wysokim dachem czterospadowym z lukarnami. Nad głównym wejściem znajduje się portal z datą budowy oraz herbami rodów von Uechtritz i von Kyaw. W pałacu zachowały się fragmenty dawnego wystroju wnętrz.",456,,,
K01.30.10.3N4WGK,Zamek Książąt Pomorskich w Szczecinie,ok,,"Zamek Książąt Pomorskich w Szczecinie to renesansowa rezydencja Gryfitów, wzniesiona w połowie XIV wieku na miejscu starszego książęcego założenia. Obiekt rozbudowywano w XV i XVI wieku, a po zniszczeniach wojennych został odbudowany i dziś pełni funkcje kulturalne. Zamek ma pięcioskrzydłowy układ z dwoma dziedzińcami i wieżami: Dzwonów, Więzienną oraz Zegarową. Obecnie mieszczą się tu m.in. instytucje kultury, opera oraz przestrzenie wystawiennicze.",454,,,
K01.20.10.XZ5EYE,Pałac Jędrzejowiczów w Rzeszowie,ok,,"Pałac Jędrzejowiczów w Rzeszowie powstał w latach 1879–1883 poprzez przebudowę starszego, XVIII-wiecznego dworu w Staromieściu według projektu Tadeusza Stryjeńskiego. Rezydencja ma trzy kondygnacje i formy historyzujące z elementami secesyjnymi. Wcześniej w tym miejscu funkcjonował dwór poprzedzony fortyfikacją z bramą. Obecnie pałac należy do województwa podkarpackiego i pozostaje użytkowany przez placówki medyczne.",420,,,
K01.30.10.Z3AZ1Y,Zamek w Przecławiu,ok,,"Zamek w Przecławiu wzniesiono w XVI w. jako renesansową rezydencję rodu Ligęzów. Budowla miała charakter reprezentacyjno-obronny, z regularną bryłą, narożnymi wieżami i dekoracyjnymi elewacjami. W kolejnych stuleciach była wielokrotnie przebudowywana, uzyskując cechy barokowe i neogotyckie. Obecnie zamek jest odrestaurowany, dobrze zachowany i użytkowany jako obiekt hotelowo-konferencyjny oraz turystyczny.",409,hotel,hotel,można zwiedzać
K01.30.10.VY1KSU,Zamek w Kwidzynie,ok,,"Zamek w Kwidzynie wzniesiono w pierwszej połowie XIV w. jako gotycką siedzibę kapituły pomezańskiej. Czteroskrzydłowe założenie na planie zbliżonym do kwadratu miało narożne wieże, dwukondygnacyjne krużganki, przedzamcze i fosę. Charakterystycznym elementem jest wysunięte gdanisko połączone z zamkiem krytym gankiem. Obecnie zamek jest dobrze zachowany, tworzy z katedrą pomnik historii i mieści muzeum.",404,,,
K01.20.10.ZS6KL1,Pałac Tarłów w Podzamczu Piekoszowskim,ok,,"Pałac Tarłów w Podzamczu Piekoszowskim wzniesiono w latach 1649–1655 jako barokową rezydencję wzorowaną na Pałacu Biskupów Krakowskich w Kielcach. Kamienno-ceglany budynek miał cztery sześcioboczne baszty narożne, reprezentacyjną fasadę i bogaty detal kamieniarski. Około 1860 r. uległ poważnemu pożarowi. Obecnie zachowany jest jako pozbawiona dachu trwała ruina, ogólnie dostępna, lecz zaniedbana.",399,,,
K01.30.10.YN1X9T,Zamek w Szydłowie,ok,,"Zamek w Szydłowie wzniesiono w XIV w. jako rozległą rezydencję królewską o powierzchni ponad 7000 m². Założenie obejmowało duży dziedziniec, kamienny pałac zwany Salą Rycerską, cylindryczne wieże, Skarbczyk i budynek bramny. Po licznych zniszczeniach zamek opuszczono pod koniec XVIII w. Obecnie zachowały się ruiny pałacu, Skarbczyk, fragmenty murów i brama. W części zespołu działa muzeum.",391,,,
K01.30.10.5388JQ,Zamek w Chudowie,ok,,"Zamek w Chudowie to nizinna warownia rezydencjonalna, wzniesiona w latach 30. XVI wieku przez szlachcica Jana Gierałtowskiego. Obiekt powstał w miejscu wcześniejszego, drewnianego gródka obronnego i stanowi jeden z ciekawszych przykładów renesansowej architektury obronno-pałacowej w regionie. Założenie architektoniczne wzniesiono z kamienia i cegły na planie prostokąta, z wewnętrznym, kameralnym dziedzińcem z krużgankami oraz studnią.",438,,,
K01.30.10.BAUME3,Zamek w Otmuchowie,ok,,"Zamek w Otmuchowie to gotycko-renesansowa warownia wzniesiona w miejscu dawnego grodu kasztelańskiego, która na przestrzeni wieków pełniła funkcję siedziby biskupów wrocławskich oraz rezydencji rodu Humboldtów, a obecnie, po licznych przekształceniach, służy celom hotelowym i turystycznym.",290,,hotel,juz zmienione
K01.30.10.7XYX58,Zamek Piastowski w Opolu,ok,,"Zamek Piastowski w Opolu wznoszono od XIII w. jako siedzibę książąt opolskich. Założenie obejmowało zabudowę mieszkalną, kaplicę, mury obronne oraz cylindryczną Wieżę Piastowską, powstałą około 1300 r. W XVI–XIX w. zamek wielokrotnie przebudowywano i adaptowano do funkcji administracyjnych. W latach 1928–1931 niemal cały kompleks rozebrano. Obecnie zachowała się jedynie Wieża Piastowska, będąca jednym z symboli Opola.",421,,,
K01.30.20.7DB1JZ,Dwór obronny w Zimnej Brzeźnicy,ok,,"Renesansowy dwór obronny, o którego wyglądzie nie można dużo powiedzieć, ponieważ do dziś zachowały się tylko jego zarośnięte drzewami i roślinnością fragmenty budowli. O jego wyglądzie można wnioskować tylko z ocalonych fragmentów oraz z analiz architektonicznych bryły.",271,,,
K01.30.10.FMWE6K,Zamek w Broniszowie,ok,,"Zamek w Broniszowie wywodzi się ze średniowiecznej siedziby rycerskiej, a około 1600 r. został przekształcony w renesansową rezydencję na planie litery L. Trzykondygnacyjny budynek z cegły i kamienia zdobiły sgraffita, późnorenesansowy portal oraz dekorowane sklepienia i stropy. W XIX w. dodano elementy neogotyckie, w tym wieżę. Po 1945 r. obiekt podupadł; od 2010 r. jest stopniowo remontowany i udostępniany zwiedzającym.",425,,,
K01.30.10.42QTYC,Zamek w Swobnicy,ok,,"Zamek w Swobnicy wzniesiono w drugiej połowie XIV w. jako gotycką warownię joannitów. Założenie miało czworoboczny plan z zabudową skupioną wokół dziedzińca oraz wysoką wieżą obronną. W XVII w. zamek przebudowano na barokową rezydencję, zachowując część średniowiecznych murów. Po 1945 r. obiekt stopniowo niszczał. Obecnie zachowany jest jako częściowo zabezpieczona ruina, z czytelną wieżą, murami i reliktami skrzydeł mieszkalnych.",434,,,
K01.30.10.T2ZSP7,Zamek w Pęzinie,ok,,"Zamek w Pęzinie wzniesiono na przełomie XIV i XV w. jako gotycką warownię joannitów. Założenie miało nieregularny czworobok murów, skrzydło mieszkalne oraz potężny stołp. Około 1600 r. przekształcono je w renesansową rezydencję, a w XIX w. rozbudowano o skrzydło neogotyckie. Obecnie zamek jest dobrze zachowany, pozostaje własnością prywatną i służy m.in. organizacji wydarzeń.",378,,,
K01.30.10.N239DA,Zamek w Międzygórzu,ok,,"Ruiny rycerskiego zamku nad rzeką Opatówką. Pierwszy zamek wzniósł tu ród Zaklików w XIV wieku, ale obecne pozostałości pochodzą z zamku wybudowanego później na miejscu starego. Zamek został zniszczony najprawdopodobniej w czasie wojen Szwedzkich w XVII wieku. Zachowały się fragmenty murów przyziemia.",302,,,
K01.30.10.WP4JZC,Zamek w Sielcu,ok,,"Zamek w Sielcu wzniesiono w pierwszej połowie XVII w. jako późnorenesansową rezydencję o charakterze obronnym. Założenie miało plan czworoboku z wewnętrznym dziedzińcem, narożnymi wieżami oraz fosą. W kolejnych stuleciach obiekt był przebudowywany i stopniowo tracił funkcje militarne. Obecnie zamek zachował historyczną bryłę i część dawnych elementów architektonicznych, pozostając cennym zabytkiem rezydencjonalnym.",418,,,
K01.30.10.K1C8HJ,Zamek w Jelczu-Laskowicach,ok,,"Zamek powstał w średniowieczu w miejscu dawnego dworu obronnego. Zniszczony w trakcie wojny trzydziestoletniej, obecnie w stanie ruiny. Częściowo zachowały się mury",164,,,
K01.30.20.D6HJ2Q,Dwór obronny w Bielawie,ok,,"Dwór w Bielawie wzniesiono w 1592 r. jako renesansowy dwór obronny. Czteroskrzydłowa, dwukondygnacyjna budowla nakryta jest dachami dwuspadowymi, a w narożu północno-wschodnim zachowała cylindryczną basztę ze stożkowym hełmem. Wnętrza zdobią sztukaterie z herbem von Sandreczky. Obiekt był niszczony przez pożary w 1736 i 1877 r. Obecnie dwór zachował historyczną bryłę.",370,,,
K01.20.10.5QN5NF,Pałac w Mysłakowicach,ok,,"Najstarsze wzmianki o miejscowości pochodzą z 1385 roku. W połowie XVII wieku ówczesny właściciel Leopold von Reibnitz wzniósł tutaj zamek, którego pozostałości były jeszcze widoczne w XIX stuleciu. Na miejscu dawnej rezydencji powstał później pałac z pierwszej połowy XVIII wieku, który na przestrzeni lat był wielokrotnie przebudowywany.",339,,,
K01.30.10.W5TMQA,Zamek w Szubinie,ok,,"Zamek w Szubinie wzniesiono w drugiej połowie XIV w. jako gotycką warownię rycerską. Założenie miało plan zbliżony do kwadratu o boku ok. 42 m i obejmowało rozległą wieżę mieszkalną o boku ok. 17,5 m, mury obronne oraz budynek bramny. W XVII–XVIII w. przekształcono go w rezydencję manierystyczną, a następnie barokową. Obecnie zachowany jest w formie ruin z murami dochodzącymi do ok. 7 m wysokości, poddawanych rewitalizacji.",427,,,
K01.30.10.C7WKHW,Zamek Gródek,ok,,"Zamek w Gródku wzniesiono między 1308 a 1360 r. jako niewielką warownię krzyżacką. Założenie miało nieregularny plan i składało się z zamku właściwego o wymiarach ok. 23 × 40 m oraz przedzamcza. Zamek posiadał trzy skrzydła, podpiwniczone skrzydło północne, kaplicę w skrzydle wschodnim oraz wieżę bramną poprzedzoną suchą fosą. W XVII w. został rozebrany. Obecnie zachowały się jedynie nikłe relikty murów i fosy.",414,,,
K01.30.10.UQSYQV,Zamek Homole,ok,,"Zamek Homole był średniowieczną warownią położoną na wzgórzu nad doliną Bystrzycy Dusznickiej, strzegącą ważnego traktu z Pragi przez ziemię kłodzką w kierunku Wrocławia. W XV w. został zdobyty przez husytów i później służył m.in. jako siedziba lokalnych możnowładców i rycerzy-rozbójników. Po 1560 r. pozostawał opuszczony i stopniowo niszczał. Obecnie zachowały się jedynie niewielkie relikty murów i fundamentów.",415,,,
K01.30.20.L51CWP,Wieża książęca w Siedlęcinie,ok,,"Wieża książęca w Siedlęcinie to jedna z najważniejszych i najlepiej zachowanych średniowiecznych wież mieszkalno-obronnych w Europie Środkowej. Wzniesiono ją ok. 1313-1315 z inicjatywy księcia Henryka I jaworskiego. Jej największym skarbem są XIV-wieczne malowidła o legendzie sir Lancelota, zachowane in situ.",310,,,
K01.30.10.EURYWP,Zamek w Piotrowicach Świdnickich,ok,,"Zamek w Piotrowicach Świdnickich wzniesiono w latach 1590–1599 jako renesansową rezydencję na planie kwadratu. Dwukondygnacyjny, podpiwniczony budynek flankują cztery cylindryczne baszty zwieńczone iglicowymi hełmami; zachowały się także fosa i pięcioprzęsłowy most. Po zniszczeniach w 1945 r. obiekt remontowano w latach 1973–1976 i 1989–1990. Obecnie zamek pozostaje zachowany jako zabytek zespołu z parkiem i folwarkiem.",423,,,
K01.30.10.GEFQ9Y,Zamek w Chocianowcu,ok,,"Zamek myśliwski z XIII w. (pierwsza wzmianka z 1286 r.), położony w Chocianowcu, pierwotnie murowana budowla na planie prostokąta, otoczona fosą i wałem, pełniąca funkcje administracyjne wobec głównego zamku w Chocianowie. W XIV w. powstał murowany zamek, w XVI w. przebudowany w stylu renesansowym (zachowane profilowane kamienne obramienia okien na parterze), kolejne przebudowy w XVIIXIX w. przekształciły go w trójkondygnacyjny, podpiwniczony pałac pozbawiony cech obronnych, wsparty przyporami.",499,,,
K01.30.20.B37R9D,Dwór obronny w Łopatkach,ok,,"Dwór obronny w Łopatkach - renesansowy obiekt zabytkowy wzniesiony w XVI w. (nr rej.: 550-IV-42 oraz 60). W XV w. majątek należał do Łaskich, później m.in. do Bużeńskich, Gomolińskich i Bykowskich, a od 1876 r. do rodziny Pruskich, w której rękach prywatnych pozostaje do dziś. Po 1580 r. budynek podupadł; przejściowo służył jako zbór ariański, a na przełomie XVII/XVIII w. został przekształcony w spichlerz. Obecnie, wkomponowany w infrastrukturę gospodarstwa rolnego, pełni funkcję magazynu.",494,,,
K01.20.10.Z2CXKB,Pałac w Tworkowie,ok,,"Pałac w Tworkowie wzniesiono w XVI w., prawdopodobnie na miejscu wcześniejszej gotyckiej warowni lub z wykorzystaniem jej reliktów. Powstał jako trójskrzydłowa rezydencja z dziedzińcem, rozbudowana w XIX w. w stylu neorenesansowym o wieże i arkady. Po pożarach w 1931 i 1945 r. popadł w ruinę. Obecnie zachowane są mury skrzydeł i wieże; ruiny zabezpieczono, a część obiektu udostępniono turystycznie.",401,,,
K01.30.10.WHFCBC,Zamek w Wiśniczu,ok,,"Zamek w Wiśniczu wzniesiono w drugiej połowie XIV w., a w latach 1615–1621 gruntownie przebudowano w jedną z najokazalszych wczesnobarokowych rezydencji obronnych Rzeczypospolitej. Czteroskrzydłowy korpus z dziedzińcem i narożnymi basztami otaczają pięcioboczne fortyfikacje bastionowe. Zachowały się m.in. loggia, portale, kaplica i historyczne wnętrza. Obecnie zamek jest odrestaurowany i udostępniony zwiedzającym.",417,,,
K01.30.10.UZRE1E,Zamek w Zatorze,ok,,"Zamek w Zatorze wzniesiono w XV w. jako siedzibę książąt zatorskich o funkcjach obronnych. W kolejnych stuleciach był wielokrotnie przebudowywany, a w 1836 r. gruntownie przekształcono go według projektu Franciszka Marii Lanciego, nadając mu charakter neogotyckiej rezydencji. Obecnie zachowany jest w formie pałacowej, pozostaje zabytkiem chronionym i jest częściowo udostępniony zwiedzającym.",394,,,
K01.30.20.LGLLBH,Dwór obronny w Harklowej,ok,,"Ten niewielki dwór obronny powstał w pierwszej połowie XVII wieku. Obiekt otacza kamienny mur z bramą wjazdową o sklepieniach kolebkowych. Dzięki przeprowadzonym pracom adaptacyjnym, zabytkowy budynek służy dziś jako dom mieszkalny.",232,,,
K01.30.10.QM98PS,Zamek w Wyszynie,ok,,"Pozostałości zamku w Wyszynie to malownicze relikty jednej z najciekawszych i najbardziej okazałych rezydencji obronnych XVI-wiecznej Wielkopolski. Wzniesiona około 1556 roku przez magnacki ród Grodzieckich herbu Dryja, budowla łączyła późnogotycką tradycję warowną z włoskim renesansem. W czasach świetności zamek był potężnym założeniem na planie prostokąta, posadowionym na sztucznej wyspie i otoczonym bagnami oraz szeroką, nawodnioną fosą.",444,,,
K01.30.10.ZGMA5K,Zamek Klaudyny Potockiej w Trzabawie,ok,,"Zameczek Klaudyny Potockiej na Wyspie Zamkowej powstał w latach 1824–1825 jako niewielka neogotycka rezydencja mieszkalna, wzniesiona przez Tytusa Działyńskiego dla siostry. Budowli celowo nadano formy nawiązujące do średniowiecznej warowni, mimo braku funkcji obronnych. Po opuszczeniu w 1830 r. popadała w ruinę, a w 1848 r. została ostrzelana przez wojska pruskie. Obecnie zachowały się malownicze ruiny, niedostępne dla zwiedzających z uwagi na ochronę przyrody.",466,niedostepny,,
K01.30.10.2JGWYN,Zamek w Nidzicy,ok,,"Krzyżacki zamek z XIV wieku. Rozbudowany w XVI wieku. Uległ częściowemu zniszczeniu w 1945, odbudowany w latach 60 XX wieku. Dziś mieści instytucje kultury, hotel, restaurację i muzeum.",185,hotel,"hotel, muzeum",juz zmienione
K01.30.10.K7RR9F,Zamek w Morągu,ok,,"Zamek w Morągu to gotycka warownia wzniesiona przez Zakon Krzyżacki w XIV wieku, usytuowana w widłach dawnych rozlewisk rzecznych i jeziora zamkowego. Obiekt powstał w miejscu wcześniejszej strażnicy pruskiej i pełnił funkcję siedziby krzyżackich urzędników (prokuratorów i wójtów), zabezpieczając szlaki handlowe i kolonizację tej części Prus Górnych. Pierwotne założenie powstało z czerwonej cegły na kamiennej podmurówce, na planie nieregularnego czworoboku dostosowanego do topografii terenu.",496,,,
K01.30.10.B8UJ6W,Zamek w Giżyczku,ok,,"Zamek w Giżycku wzniesiono około 1377–1380 jako niewielką murowaną warownię krzyżacką. Zachowany budynek ma ok. 14,5 × 22 m, dwie kondygnacje, trzy piwnice, w tym dwie sklepione kolebkowo, oraz narożne szkarpy. W XVI w. otrzymał renesansowe szczyty, a w XVII w. został przekształcony w dwór myśliwski. Obecnie jest odrestaurowany i użytkowany jako część kompleksu hotelowego.",375,hotel,hotel,juz zmienione
K01.30.10.XR55GB,Zamek Królewski  w Łęczycy,ok,,"Wzniesiony w XIV w. z inicjatywy Kazimierza Wielkiego. Ceglana warownia na planie nieregularnego czworoboku miała ok. 2600 m² powierzchni, 10-metrowe mury, ośmioboczną Wieżę Szlachecką, wieżę bramną i zabudowę mieszkalną. W XVI w. została rozbudowana o tzw. Dom Nowy. Obecnie zamek jest częściowo zrekonstruowany, mieści Muzeum w Łęczycy i jest udostępniony zwiedzającym.",371,,,
K01.30.10.3PJV56,Zamek Cesarski w Poznaniu,ok,,"Zamek Cesarski w Poznaniu wzniesiono w latach 1905–1910 dla cesarza Wilhelma II według projektu Franza Schwechtena. Monumentalna neoromańska rezydencja powstała na planie nieregularnego wieloboku, z częścią mieszkalną, reprezentacyjną, wieżą i dziedzińcami. Obecnie mieści Centrum Kultury ZAMEK i jest użytkowana publicznie.``",326,,,
